#Revised by the galaxies at z>0.1 from Maddox et al. (2009) (their Table 3).
#Revised by Table 7 in 2001MNRAS.326.1076D.
#Some galaxies with no radial velocities have been removed because they are not visible in the Legacy images or it was not clear which was the object.
#Some compact objects like UCDs have been removed from this list as we intend to include only extended galaxies here.
#LSBs with FCC* designation seems to be the most extended and bright LSBs.
#LSBs with NGFS* designation are usually difficult to see in the Legacy images. Therefore, they are not expected to be detectable in S-PLUS images.
#For some FCC galaxies, NED provides radial velocities from 2016MNRAS.460.4492D. However, this is a photometric paper. They assume that some galaxies are Fornax members because of their morphology or because they were considered as certain or likely members in the FCC catalog and they assign a radial velocity calculated assuming the Fornax distance. These "radial velocities" can be checked at http://www.astro-udec.cl/mf/catalogue/Table2%28locations%29.txt. The value of '104' in the last column of that table means that is an assumed (and not an spectroscopic) radial velocity.
#Some galaxies appear in NED with Vr from 2008MNRAS.389..102T. However, this paper takes membership from other papers and I've not found those Vr in other published works.
#Galaxies with ID_b are new dwarfs with radial velocities from 2007A&A...464L..21B (Table 3).
#dE? are galaxies that might be LSB galaxies.
#dE,N? are galaxies which might have a nucleus.
#LSB? might be background galaxies (too compact or displaying some kind of structure).
# Objects with ID_x are literature Fornax galaxies that are placed in the new iDR4 Fornax fields.
# Objects with ID_z are galaxies from 1990MNRAS.245..289I. Objects with designation LSBG, no VR and S morphology were considered background. 
# Objects with ID_w are galaxies from 1988MNRAS.232..239D. "
# Objects with ID_y are galaxies from 1999MNRAS.304..297M. "
# Objects with ID_j are galaxies from 1965AJ.....70..559H. Objects with no VR and S morphology were considered background.
# Objects with ID_k and ID_kb,c,etc are galaxies from 2017ApJ...843...16K. 
# Extinctions are given for g,r,i,z of SDSS.
# Additional objects from Venhola et al. (2022). Columns RA_2, DEC_2, ID_FDS2022 are from Venhola et al. (2022).
# Corrected positons for LEDA_630952 and LEDA_659358. In their previous position new objects ids were added, FDS21_DWARF006 and FDS19_DWARF184, respectively.
#
# ID    RA         DEC         RA                   DEC                   RA_2      DEC_2      NAME                       ID_FDS2022   Morph_Legacy_Analia   Vr_NED/Maddox   e_Vr        Vr_Ref                Ag      Ar      Ai      Az     
  118   03:28:24   -35:45:46   52.099999999999994   -35.76277777777778    52.0993   -35.7632   NGFS_J032824-354547        FDSLSB204    LSB                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  119   03:28:24   -35:36:16   52.099999999999994   -35.60444444444445    0.0       0.0        NGFS_J032824-353616        -            LSB                   0.0             0.0         -                     0.037   0.025   0.019   0.014  
  120   03:28:35   -34:39:09   52.1446              -34.6523              0.0       0.0        LEDA_659358                -            Bckg?                 0.0             0.0         -                     0.038   0.026   0.02    0.015
  120+  03:28:28   -34:38:00   52.1155              -34.6332              0.0       0.0        FDS19_DWARF184             -            LSB?                  0.0             0.0         -                     0.038   0.026   0.02    0.015  
  121   03:28:28   -33:44:04   52.1176              -33.7345              0.0       0.0        FCC_66                     -            dE                    0.0             0.0         -                     0.039   0.027   0.02    0.015  
  122   03:28:35   -37:21:26   52.1472              -37.3568              0.0       0.0        NGFS_J032835-372126        -            LSB                   0.0             0.0         -                     0.051   0.035   0.026   0.019  
  123   03:28:41   -35:29:39   52.170792            -35.494278            0.0       0.0        NGFS_J032841-352939        -            LSB                   0.0             0.0         -                     0.042   0.029   0.022   0.016  
  124   03:28:43   -35:15:17   52.1804              -35.2548              0.0       0.0        NGFS_J032843-351517        -            LSB                   0.0             0.0         -                     0.046   0.032   0.024   0.018  
  125   03:28:47   -37:06:04   52.1956              -37.1012              0.0       0.0        FDS_22_0256                -            LSB?                  0.0             0.0         -                     0.038   0.027   0.02    0.015  
  126   03:28:47   -36:37:09   52.1971              -36.6192              0.0       0.0        NGFS_J032847-363709        -            LSB?/Bckg?            0.0             0.0         -                     0.039   0.027   0.02    0.015  
  127   03:28:49   -35:10:44   52.204166666666666   -35.17888888888889    0.0       0.0        NGC_1351A/FCC_67           -            S0/S                  1352.963552     2.098548    2001A&A...376...98S   0.053   0.037   0.027   0.02   
  128   03:28:51   -34:50:06   52.2105              -34.835               0.0       0.0        FDS_19_0094                -            LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  129   03:28:52   -33:50:47   52.2166              -33.8463              0.0       0.0        FCC_68                     -            dE,N?                 2030.0          0.0         2009AJ....137..498G   0.04    0.028   0.021   0.015  
  130   03:28:54   -33:54:05   52.2269              -33.9015              0.0       0.0        NGFS_J032854-335405        -            LSB                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  131   03:28:57   -36:26:15   52.2386              -36.4371              0.0       0.0        FCC_69                     -            LSB                   0.0             0.0         -                     0.049   0.034   0.025   0.019  
  132   03:28:58   -37:05:51   52.2400417           -37.0974              0.0       0.0        NGFS_J032858-370551        -            LSB                   0.0             0.0         -                     0.037   0.026   0.019   0.014  
  133   03:29:02   -37:21:39   52.2576              -37.3606              0.0       0.0        FCC_70                     -            dE,N                  0.0             0.0         -                     0.051   0.035   0.026   0.02   
  134   03:29:04   -37:20:15   52.2675833           -37.3376389           52.2679   -37.3374   NGFS_J032904-372016        FDSLSB91     LSB                   0.0             0.0         -                     0.047   0.033   0.024   0.018  
  135   03:29:07   -36:09:45   52.2798              -36.1615              0.0       0.0        NGFS_J032907-360945        -            LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  136   03:29:07   -34:14:57   52.2807              -34.2492              0.0       0.0        FDS19_DWARF772             -            S(bckg)?              0.0             0.0         -                     0.036   0.025   0.019   0.014  
  137   03:29:12   -36:19:35   52.3002              -36.3266              0.0       0.0        NGFS_J032912-361935        -            LSB                   0.0             0.0         -                     0.046   0.032   0.024   0.018  
  138   03:29:21   -37:08:59   52.336667            -37.149667            0.0       0.0        NGFS_J032921-370859        -            LSB?                  0.0             0.0         -                     0.038   0.026   0.019   0.014  
  139   03:29:22   -34:29:24   52.34125             -34.49                0.0       0.0        NGFS_J032922-342924        -            LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  140   03:29:24   -33:21:33   52.3491              -33.3593              0.0       0.0        FDS_31_0294                -            LSB                   0.0             0.0         -                     0.038   0.026   0.019   0.014  
  141   03:29:25   -34:49:27   52.3539              -34.8241              0.0       0.0        FDS_19_0100                -            dE?                   0.0             0.0         -                     0.036   0.025   0.018   0.014  
  143   03:29:26   -35:36:15   52.3591              -35.6041              0.0       0.0        FCC_71                     -            LSB                   0.0             0.0         -                     0.041   0.029   0.021   0.016  
  144   03:29:27   -35:07:29   52.3617              -35.1247              0.0       0.0        FDS20_DWARF296             -            dE?(bckg?)            0.0             0.0         -                     0.044   0.031   0.023   0.017  
  145   03:29:29   -33:27:06   52.3715              -33.4517              0.0       0.0        FDS_31_0262                -            dE?                   0.0             0.0         -                     0.034   0.024   0.018   0.013  
  146   03:29:31   -34:24:08   52.3774167           -34.4023056           52.3776   -34.4024   NGFS_J032931-342408        FDSLSB184    LSB                   0.0             0.0         -                     0.036   0.025   0.018   0.014  
  147   03:29:32   -36:51:03   52.3844583           -36.8509722           0.0       0.0        NGFS_J032932-365104        -            LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  148   03:29:33   -35:52:03   52.3891              -35.8676              0.0       0.0        FCC_72                     -            LSB                   0.0             0.0         -                     0.045   0.031   0.023   0.017  
  149   03:29:34   -36:42:12   52.3934              -36.7032              0.0       0.0        FCC_73                     -            LSB                   0.0             0.0         -                     0.043   0.03    0.022   0.017  
  150   03:29:38   -35:24:01   52.4087              -35.4                 0.0       0.0        FCC_75                     -            LSB                   0.0             0.0         -                     0.042   0.029   0.022   0.016  
  151   03:29:42   -36:24:39   52.4249              -36.4105              0.0       0.0        FCC_B612                   -            dE,N                  0.0             0.0         -                     0.047   0.033   0.024   0.018  
  152   03:29:42   -36:13:17   52.4254              -36.2214              0.0       0.0        FCC_77                     -            dE,N?                 0.0             0.0         -                     0.044   0.031   0.023   0.017  
  153   03:29:43   -33:33:25   52.4302              -33.557               0.0       0.0        FCC_76                     -            dE(blue_center)       1808.048567     14.090247   2001MNRAS.326.1076D   0.041   0.029   0.021   0.016  
  154   03:29:45   -36:03:23   52.4373              -36.0561              0.0       0.0        FCC_79                     -            dE,N?                 0.0             0.0         -                     0.048   0.033   0.024   0.018  
  155   03:29:45   -35:22:43   52.4393              -35.3785              0.0       0.0        FCC_78                     -            LSB                   0.0             0.0         -                     0.042   0.029   0.022   0.016  
  156   03:29:51   -36:23:49   52.4629167           -36.3970556           52.4633   -36.3971   NGFS_J032951-362349        FDSLSB192    LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
