#Revised by the galaxies at z>0.1 from Maddox et al. (2009) (their Table 3).
#Revised by Table 7 in 2001MNRAS.326.1076D.
#Some galaxies with no radial velocities have been removed because they are not visible in the Legacy images or it was not clear which was the object.
#Some compact objects like UCDs have been removed from this list as we intend to include only extended galaxies here.
#LSBs with FCC* designation seems to be the most extended and bright LSBs.
#LSBs with NGFS* designation are usually difficult to see in the Legacy images. Therefore, they are not expected to be detectable in S-PLUS images.
#For some FCC galaxies, NED provides radial velocities from 2016MNRAS.460.4492D. However, this is a photometric paper. They assume that some galaxies are Fornax members because of their morphology or because they were considered as certain or likely members in the FCC catalog and they assign a radial velocity calculated assuming the Fornax distance. These "radial velocities" can be checked at http://www.astro-udec.cl/mf/catalogue/Table2%28locations%29.txt. The value of '104' in the last column of that table means that is an assumed (and not an spectroscopic) radial velocity.
#Some galaxies appear in NED with Vr from 2008MNRAS.389..102T. However, this paper takes membership from other papers and I've not found those Vr in other published works.
#Galaxies with ID_b are new dwarfs with radial velocities from 2007A&A...464L..21B (Table 3).
#dE? are galaxies that might be LSB galaxies.
#dE,N? are galaxies which might have a nucleus.
#LSB? might be background galaxies (too compact or displaying some kind of structure).
# Objects with ID_x are literature Fornax galaxies that are placed in the new iDR4 Fornax fields.
# Objects with ID_z are galaxies from 1990MNRAS.245..289I. Objects with designation LSBG, no VR and S morphology were considered background. 
# Objects with ID_w are galaxies from 1988MNRAS.232..239D. "
# Objects with ID_y are galaxies from 1999MNRAS.304..297M. "
# Objects with ID_j are galaxies from 1965AJ.....70..559H. Objects with no VR and S morphology were considered background.
# Objects with ID_k and ID_kb,c,etc are galaxies from 2017ApJ...843...16K. 
# Extinctions are given for g,r,i,z of SDSS.
# Additional objects from Venhola et al. (2022). Columns RA_2, DEC_2, ID_FDS2022 are from Venhola et al. (2022).
# Corrected positons for LEDA_630952 and LEDA_659358. In their previous position new objects ids were added, FDS21_DWARF006 and FDS19_DWARF184, respectively.
#
# ID    RA         DEC         RA                   DEC                   RA_2      DEC_2      NAME                       ID_FDS2022   Morph_Legacy_Analia   Vr_NED/Maddox   e_Vr        Vr_Ref                Ag      Ar      Ai      Az     
  186   03:30:59   -34:41:36   52.745375            -34.693333333333335   52.7456   -34.6933   NGFS_J033059-344136        FDSLSB183    LSB                   0.0             0.0         -                     0.039   0.027   0.02    0.015  
  1kj   03:31:00   -35:28:09   52.750625            -35.469194            0.0       0.0        FCCB_0692                  -            S                     1793.95832      44.968875   20096dF...C...0000J   0.044   0.031   0.023   0.017  
  187   03:31:01   -35:38:15   52.755               -35.638               52.755    -35.6377   NGFS_J033101-353815        FDSLSB206    LSB                   0.0             0.0         -                     0.044   0.031   0.023   0.017  
  188   03:31:05   -34:08:41   52.772               -34.1448611           0.0       0.0        NGFS_J033105-340842        -            LSB                   0.0             0.0         -                     0.041   0.029   0.021   0.016  
  189   03:31:08   -33:37:43   52.78333333333334    -33.62861111111111    0.0       0.0        NGC_1350/FCC_88            -            S                     1904.881545     3.297718    1996ApJ...463...60B   0.041   0.028   0.021   0.016  
  190   03:31:08   -36:17:24   52.7845              -36.2901              0.0       0.0        FCC_90                     -            E/S0                  1813.14504      14.989625   2001MNRAS.326.1076D   0.04    0.028   0.02    0.015  
  191   03:31:12   -33:14:39   52.8008              -33.2442              0.0       0.0        FCC_89                     -            dE,N                  0.0             0.0         -                     0.036   0.025   0.018   0.014  
  192   03:31:14   -33:46:12   52.80833333333334    -33.77                0.0       0.0        FCC_B704                   -            dE                    0.0             0.0         -                     0.038   0.026   0.02    0.015  
  193   03:31:17   -34:57:42   52.8204              -34.9616              0.0       0.0        FCC_92                     -            dE,N?                 0.0             0.0         -                     0.051   0.036   0.026   0.02   
  21x   03:31:19   -32:03:08   52.829166666666666   -32.05222222222222    0.0       0.0        FCC_91                     -            Stripped?             1590.09942      11.9917     2001A&A...376...98S   0.045   0.031   0.023   0.017  
  194   03:31:19   -35:09:55   52.829875            -35.1653056           52.8304   -35.1651   NGFS_J033119-350955        FDSLSB59     LSB                   0.0             0.0         -                     0.055   0.038   0.028   0.021  
  195   03:31:21   -35:49:10   52.8362              -35.8195              0.0       0.0        FCC_93                     -            LSB                   0.0             0.0         -                     0.045   0.031   0.023   0.017  
  196   03:31:21   -37:00:01   52.8387              -37.0002              0.0       0.0        FDS_18_0408                -            LSB?                  0.0             0.0         -                     0.047   0.032   0.024   0.018  
  197   03:31:22   -37:36:49   52.8433              -37.6135              0.0       0.0        FCC_96                     -            LSB                   0.0             0.0         -                     0.058   0.04    0.03    0.022  
  198   03:31:23   -34:58:17   52.8447              -34.9714              0.0       0.0        FCC_94                     -            LSB                   0.0             0.0         -                     0.051   0.036   0.026   0.02   
  199   03:31:25   -35:19:51   52.85416666666667    -35.33083333333334    0.0       0.0        FCC_95                     -            S                     1275.017502     26.081948   2001MNRAS.326.1076D   0.048   0.033   0.025   0.018  
  200   03:31:27   -36:05:45   52.860875            -36.0957778           52.8611   -36.0963   NGFS_J033127-360545        FDSLSB241    LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.013  
  201   03:31:27   -35:29:38   52.8627              -35.4935              0.0       0.0        FCC_97                     -            Tidal_LSB_FCC_B713    0.0             0.0         -                     0.046   0.032   0.024   0.017  
  2k    03:31:31   -30:12:48   52.877708            -30.213333            0.0       0.0        ESO_418-8                  -            S(strip?)             1195.272698     0.299792    2011ApJS..194...36W   0.052   0.036   0.027   0.02   
  202   03:31:33   -38:03:43   52.8865458           -38.0612361           0.0       0.0        ESO_301-18                 -            dS0                   1676.139867     30.878628   2001MNRAS.326.1076D   0.075   0.052   0.039   0.029  
  12y   03:31:36   -32:50:47   52.90140758237895    -32.846367597148735   0.0       0.0        LSBG_F358-013              -            dE                    0.0             0.0         -                     0.032   0.017   0.012   0.033  
  203   03:31:39   -36:16:37   52.9129              -36.2761              0.0       0.0        FCC_98                     -            LSB                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  2kb   03:31:42   -32:34:03   52.923875            -32.567556            0.0       0.0        FCCB_731                   -            Ring                  1001.906535     44.968875   20096dF...C...0000J   0.033   0.023   0.017   0.013  
  204   03:31:45   -34:20:17   52.9372              -34.3381              0.0       0.0        FCC_99                     -            dE                    0.0             0.0         -                     0.045   0.031   0.023   0.017  
  205   03:31:46   -36:16:44   52.9407917           -36.2789444           0.0       0.0        NGFS_J033146-361644        -            LSB                   0.0             0.0         -                     0.043   0.03    0.022   0.016  
  206   03:31:46   -37:41:49   52.9416              -37.6969              0.0       0.0        FCC_B745                   -            dE,N?                 0.0             0.0         -                     0.06    0.041   0.031   0.023  
  207   03:31:47   -35:40:34   52.946               -35.6761              0.0       0.0        FCC_101                    -            dE,N?                 1051.0          0.0         2009AJ....137..498G   0.048   0.033   0.025   0.018  
  208   03:31:48   -35:03:07   52.9485              -35.0514              0.0       0.0        FCC_100                    -            dE,N                  1659.951073     30.878628   2001MNRAS.326.1076D   0.049   0.034   0.025   0.019  
  209   03:31:49   -35:34:59   52.9532              -35.5825              0.0       0.0        NGFS_J033149-353457        -            LSB                   0.0             0.0         -                     0.047   0.033   0.024   0.018  
  210   03:31:51   -34:50:50   52.9642083           -34.8470833           52.9643   -34.8473   NGFS_J033151-345050        FDSLSB101    LSB                   0.0             0.0         -                     0.045   0.031   0.023   0.017  
  211   03:31:55   -36:18:59   52.9811              -36.3162              0.0       0.0        NGFS_J033155-361859        -            LSB                   0.0             0.0         -                     0.046   0.032   0.023   0.017  
  3k    03:31:55   -31:20:15   52.981732            -31.337625            0.0       0.0        ESO_418-9                  -            Strip?                971.927285      5.096472    1991ApJS...75..935    0.065   0.045   0.033   0.025  
  212   03:31:58   -35:37:19   52.991625            -35.6220278           52.992    -35.6223   NGFS_J033158-353719        FDSLSB41     LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  213   03:32:02   -32:59:46   53.0095              -32.996               0.0       0.0        FCC_B756                   -            dE/dIrr               0.0             0.0         -                     0.031   0.021   0.016   0.012  
  214   03:32:02   -36:22:59   53.0102083           -36.3830278           53.0112   -36.3821   NGFS_J033202-362259        FDSLSB243    LSB                   0.0             0.0         -                     0.044   0.031   0.023   0.017  
  215   03:32:05   -35:25:34   53.0219              -35.4257              0.0       0.0        FCC_B770                   -            dE,N?                 0.0             0.0         -                     0.051   0.035   0.026   0.019  
  216   03:32:06   -35:49:34   53.023               -35.826               53.0229   -35.8266   NGFS_J033205-354936        FDSLSB47     LSB                   0.0             0.0         -                     0.047   0.032   0.024   0.018  
  217   03:32:11   -36:13:15   53.044               -36.2196              0.0       0.0        FCC_102                    -            Irr                   1722.907498     60.857878   2001MNRAS.326.1076D   0.039   0.027   0.02    0.015  
  13y   03:32:11   -31:29:00   53.04726442354834    -31.483363685547804   0.0       0.0        LSBG_F418-045              -            dE,N                  1229.14925      89.038373   20032dF...C...0000C   0.052   0.036   0.027   0.02   
  218   03:32:13   -34:45:01   53.0559              -34.7502              0.0       0.0        [VPL2018]_FDS15_DWARF148   -            LSB?/Tidal_bckg?      0.0             0.0         -                     0.045   0.031   0.023   0.017  
  220   03:32:22   -35:24:22   53.0917              -35.4061              0.0       0.0        NGFS_J033222-352422        -            LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  222   03:32:27   -35:46:31   53.114               -35.7754              0.0       0.0        FCC_103                    -            LSB                   0.0             0.0         -                     0.046   0.032   0.023   0.017  
  223   03:32:28   -35:06:45   53.1177917           -35.1125              0.0       0.0        NGFS_J033228-350645        -            LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.019  
  224   03:32:30   -36:05:17   53.1243              -36.0883              0.0       0.0        FCC_105                    -            LSB                   0.0             0.0         -                     0.041   0.029   0.021   0.016  
  225   03:32:30   -34:20:55   53.1266667           -34.3483333           53.1264   -34.3485   FCC_104                    FDSLSB100    dE                    0.0             0.0         -                     0.039   0.027   0.02    0.015  
  226   03:32:32   -36:47:58   53.1324167           -36.7994722           53.1326   -36.799    NGFS_J033232-364758        FDSLSB240    LSB                   0.0             0.0         -                     0.041   0.029   0.021   0.016  
  227   03:32:39   -37:39:18   53.1612083           -37.6550556           0.0       0.0        NGFS_J033239-373918        -            LSB?                  0.0             0.0         -                     0.062   0.043   0.032   0.024  
  228   03:32:39   -33:20:28   53.1634              -33.3411              0.0       0.0        NGFS_J033239-332028        -            LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  229   03:32:42   -33:03:18   53.175               -33.0551              0.0       0.0        FLSBG_215                  -            LSB                   0.0             0.0         -                     0.03    0.021   0.015   0.011  
  230   03:32:45   -37:50:11   53.1881              -37.8363              0.0       0.0        FCC_107                    -            dE,N                  0.0             0.0         -                     0.068   0.047   0.035   0.026  
  231   03:32:47   -37:38:31   53.1954              -37.6419              0.0       0.0        FCC_109                    -            dE                    0.0             0.0         -                     0.06    0.041   0.031   0.023  
  232   03:32:48   -34:14:19   53.1987              -34.2387              0.0       0.0        FCC_106                    -            S0                    2123.130485     29.079873   1991RC3.9.C...0000d   0.036   0.025   0.018   0.014  
  233   03:32:49   -35:56:45   53.2022              -35.9459              0.0       0.0        NGFS_J033248-355647        -            LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  234   03:32:49   -36:09:11   53.2025              -36.1531              0.0       0.0        FCC_108                    -            dE,N?                 0.0             0.0         -                     0.048   0.033   0.025   0.018  
  235   03:32:57   -35:44:15   53.2392              -35.7374              0.0       0.0        FCC_110                    -            dE                    0.0             0.0         -                     0.048   0.034   0.025   0.019  
  236   03:33:00   -34:19:09   53.2497              -34.3191              0.0       0.0        NGFS_J033300-341909        -            LSB                   0.0             0.0         -                     0.038   0.026   0.02    0.015  
  237   03:33:01   -35:36:35   53.2537              -35.6093              0.0       0.0        FCC_B831                   -            dE                    0.0             0.0         -                     0.047   0.033   0.024   0.018  
  238   03:33:03   -36:26:35   53.2638              -36.4431              0.0       0.0        FCC_112                    -            dE,N                  0.0             0.0         -                     0.04    0.028   0.02    0.015  
  239   03:33:04   -33:43:29   53.265               -33.7248              0.0       0.0        FCC_111                    -            dE,N                  1283.1119       0.0         2009AJ....137..498G   0.04    0.028   0.021   0.015  
  241   03:33:07   -34:44:27   53.2787              -34.7407              0.0       0.0        FDS_15_0155                -            LSB?/Int_bckg?        0.0             0.0         -                     0.05    0.035   0.026   0.019  
  240   03:33:07   -34:48:26   53.27916666666667    -34.80722222222222    0.0       0.0        FCC_113                    -            S_strip?              1388.339067     3.297718    1996ApJ...463...60B   0.053   0.036   0.027   0.02   
  242   03:33:09   -35:23:49   53.286               -35.3969              0.0       0.0        FCC_114                    -            dE?                   0.0             0.0         -                     0.046   0.032   0.023   0.017  
  243   03:33:09   -35:43:08   53.2883              -35.7181              0.0       0.0        FCC_115                    -            Stripped_edge_on_disk 1700.123267     3.897302    2001A&A...376...98S   0.049   0.034   0.025   0.019  
  244   03:33:11   -35:39:56   53.2955375           -35.6656028           0.0       0.0        NGFS_J033311-353956        -            LSB                   0.0             0.0         -                     0.049   0.034   0.025   0.019  
  245   03:33:12   -35:02:06   53.299               -35.035               53.2988   -35.0358   NGFS_J033312-350208        FDSLSB37     LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  246   03:33:13   -36:01:02   53.3031              -36.0174              0.0       0.0        FCC_116                    -            dE,N                  1486.071422     44.968875   20096dF...C...0000J   0.069   0.048   0.036   0.027  
  247   03:33:14   -35:01:39   53.31                -35.028               53.3099   -35.0282   NGFS_J033314-350139        FDSLSB49     LSB                   0.0             0.0         -                     0.047   0.033   0.024   0.018  
  248   03:33:15   -37:49:16   53.3121              -37.8212              0.0       0.0        FCC_117                    -            LSB                   0.0             0.0         -                     0.062   0.043   0.032   0.024  
  249   03:33:16   -35:35:51   53.317               -35.597               53.3168   -35.5975   NGFS_J033316-353551        FDSLSB57     LSB                   0.0             0.0         -                     0.047   0.032   0.024   0.018  
  250   03:33:16   -36:05:41   53.3191              -36.0942              0.0       0.0        NGFS_J033316-360541        -            LSB                   0.0             0.0         -                     0.068   0.047   0.035   0.026  
  251   03:33:18   -35:15:47   53.3277              -35.2631              0.0       0.0        NGFS_J033319-351548        -            LSB                   0.0             0.0         -                     0.047   0.033   0.024   0.018  
  252   03:33:22   -35:36:20   53.3425              -35.6056              0.0       0.0        NGFS_J033322-353620        -            dE,N                  0.0             0.0         -                     0.047   0.032   0.024   0.018  
  253   03:33:23   -36:40:59   53.3448              -36.6831              0.0       0.0        NGFS_J033323-364059        -            dE                    0.0             0.0         -                     0.04    0.028   0.021   0.015  
  254   03:33:24   -35:59:13   53.3507              -35.9868              0.0       0.0        NGFS_J033324-355915        -            LSB                   0.0             0.0         -                     0.072   0.05    0.037   0.028  
  255   03:33:28   -35:57:54   53.3654              -35.9648              0.0       0.0        NGFS_J033328-355756        -            Bkcg_Int?             0.0             0.0         -                     0.07    0.049   0.036   0.027  
  256   03:33:28   -35:07:34   53.368               -35.126               0.0       0.0        NGFS_J033329-350736        -            LSB                   0.0             0.0         -                     0.049   0.034   0.025   0.019  
  257   03:33:31   -35:16:21   53.379               -35.2725833           0.0       0.0        NGFS_J033331-351621        -            LSB                   0.0             0.0         -                     0.049   0.034   0.025   0.019  
  258   03:33:31   -34:27:20   53.3801              -34.4558              0.0       0.0        FCC_118                    -            dE,N                  0.0             0.0         -                     0.042   0.029   0.022   0.016  
  259   03:33:31   -35:26:54   53.380875            -35.44833333333333    0.0       0.0        NGFS_J033331-352654        -            LSB                   0.0             0.0         -                     0.046   0.032   0.024   0.018  
  260   03:33:32   -35:39:42   53.384               -35.6618              0.0       0.0        NGFS_J033332-353942        -            LSB                   0.0             0.0         -                     0.047   0.032   0.024   0.018  
  261   03:33:33   -35:42:16   53.3877              -35.7042              0.0       0.0        NGFS_J033333-354216        -            LSB                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  262   03:33:34   -33:34:23   53.391666666666666   -33.573055555555555   0.0       0.0        FCC_119                    -            E                     1373.949028     6.895227    1998A&AS..133..325G   0.046   0.032   0.024   0.018  
  263   03:33:34   -36:36:20   53.391666666666666   -36.605555555555554   0.0       0.0        FCC_120                    -            Irr                   887.086007      5.99585     2001A&A...376...98S   0.039   0.027   0.02    0.015  
  264   03:33:35   -34:28:00   53.3952083           -34.4666389           53.3951   -34.4668   NGFS_J033335-342800        FDSLSB99     LSB                   0.0             0.0         -                     0.042   0.029   0.022   0.016  
  265   03:33:36   -36:08:28   53.4                 -36.14111111111111    0.0       0.0        NGC_1365                   -            S                     1635.967672     0.899378    1996ApJ...463...60B   0.067   0.047   0.035   0.026  
  266   03:33:37   -37:30:37   53.4053              -37.5102              0.0       0.0        FDS_18_0185                -            LSB?                  0.0             0.0         -                     0.044   0.03    0.023   0.017  
  267   03:33:38   -37:24:32   53.4086              -37.4087              0.0       0.0        NGFS_J033338-372432        -            LSB                   0.0             0.0         -                     0.044   0.031   0.023   0.017  
  14y   03:33:39   -28:57:26   53.41272260079609    -28.957287616684848   0.0       0.0        LSBG_F418-009              -            dE,N(blue)            1751.387785     63.855803   20012dF...C...0000C   0.026   0.018   0.013   0.01   
  268   03:33:42   -32:25:24   53.427               -32.4246              0.0       0.0        FCC_122                    -            dE                    0.0             0.0         -                     0.034   0.024   0.018   0.013  
  269   03:33:42   -35:10:01   53.4265              -35.1670667           0.0       0.0        NGFS_J033342-351001        -            LSB?                  0.0             0.0         -                     0.051   0.035   0.026   0.019  
  1w    03:33:44   -35:51:33   53.4305              -35.8594              0.0       0.0        FCC_123                    -            LSB                   1540.034073     3.897302    2001A&A...376...98S   0.055   0.038   0.028   0.021  
  271   03:33:44   -33:14:04   53.43333333333334    -33.23444444444444    53.4327   -33.2345   NGFS_J033344-331404        FDSLSB147    LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  272   03:33:44   -33:22:42   53.4352083           -33.3783056           0.0       0.0        NGFS_J033344-332242        -            dE                    0.0             0.0         -                     0.042   0.029   0.022   0.016  
  274   03:33:47   -35:04:07   53.4465              -35.0685472           0.0       0.0        NGFS_J033347-350407        -            LSB                   0.0             0.0         -                     0.056   0.039   0.029   0.022  
  275   03:33:48   -35:50:10   53.4518              -35.8361              0.0       0.0        FCC_125                    -            dE                    0.0             0.0         -                     0.053   0.036   0.027   0.02   
  276   03:33:49   -37:20:27   53.4525833           -37.3407222           53.4529   -37.3406   NGFS_J033349-372027        FDSLSB108    Bckg?                 0.0             0.0         -                     0.04    0.027   0.02    0.015  
  277   03:33:49   -34:10:12   53.45416666666667    -34.17                0.0       0.0        FCC_124                    -            dE,N?                 0.0             0.0         -                     0.039   0.027   0.02    0.015  
  278   03:33:50   -35:57:06   53.458               -35.951               0.0       0.0        NGFS_J033350-355706        -            LSB                   0.0             0.0         -                     0.066   0.046   0.034   0.025  
  15y   03:33:50   -31:04:34   53.45870308367745    -31.076263740270026   0.0       0.0        LSBG_F418-043              -            dI/dE?                0.0             0.0         -                     0.049   0.034   0.025   0.019  
  4k    03:33:54   -31:11:39   53.473667            -31.194111            0.0       0.0        NGC_1366                   -            S0                    1230.948005     18.886927   2008AJ....135.2424O   0.056   0.039   0.029   0.021  
  279   03:33:54   -34:25:59   53.474875            -34.4329444           0.0       0.0        NGFS_J033354-342559        -            LSB                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  280   03:33:55   -34:20:49   53.4811              -34.3467              0.0       0.0        FCC_126                    -            dE                    0.0             0.0         -                     0.039   0.027   0.02    0.015  
  281   03:33:56   -37:44:05   53.4826              -37.7348              0.0       0.0        FDS_18_0098                -            dE?                   0.0             0.0         -                     0.048   0.033   0.025   0.018  
  282   03:33:56   -34:33:42   53.4841              -34.5618              0.0       0.0        FCC_B904                   -            dE,N?                 2254.139807     56.061197   2001MNRAS.326.1076D   0.043   0.03    0.022   0.017  
  283   03:33:56   -35:09:49   53.4847083           -35.1636472           0.0       0.0        NGFS_J033356-350949        -            LSB                   0.0             0.0         -                     0.052   0.036   0.027   0.02   
  284   03:33:57   -36:22:57   53.4868              -36.382               0.0       0.0        NGFS_J033357-362257        -            LSB                   0.0             0.0         -                     0.044   0.03    0.022   0.017  
  285   03:33:57   -34:36:43   53.4889              -34.612               0.0       0.0        FCC_B905                   -            Jelly?                1242.040328     23.084022   2001MNRAS.326.1076D   0.042   0.029   0.022   0.016  
  286   03:33:58   -36:11:27   53.4924167           -36.1908333           53.4926   -36.1911   NGFS_J033358-361127        FDSLSB238    LSB                   0.0             0.0         -                     0.064   0.044   0.033   0.024  
  287   03:33:58   -36:35:48   53.4925417           -36.596666666666664   0.0       0.0        NGFS_J033358-363548        -            LSB                   0.0             0.0         -                     0.037   0.026   0.019   0.014  
  288   03:34:00   -35:45:33   53.4989792           -35.7592389           0.0       0.0        NGFS_J033400-354533        -            dE?                   0.0             0.0         -                     0.05    0.035   0.026   0.019  
  289   03:34:02   -37:10:55   53.5091              -37.1817              0.0       0.0        NGFS_J033402-371055        -            LSB?                  0.0             0.0         -                     0.039   0.027   0.02    0.015  
  290   03:34:06   -35:16:38   53.525000000000006   -35.2769              0.0       0.0        FCC_127                    -            dE                    0.0             0.0         -                     0.048   0.033   0.024   0.018  
  291   03:34:07   -35:28:38   53.529               -35.477               53.5294   -35.4772   NGFS_J033407-352838        FDSLSB58     LSB                   0.0             0.0         -                     0.047   0.032   0.024   0.018  
  292   03:34:07   -36:27:57   53.52916666666667    -36.465833333333336   0.0       0.0        FCC_128                    -            E_SF?                 1479.0          0.0         2019MNRAS.490.1666M   0.041   0.028   0.021   0.015  
  293   03:34:07   -35:22:52   53.53                -35.381               53.5288   -35.38     NGFS_J033407-352252        FDSLSB42     Bckg?                 0.0             0.0         -                     0.049   0.034   0.025   0.019  
  294   03:34:09   -35:31:00   53.538               -35.516               53.5389   -35.5169   FCC_130                    FDSLSB53     LSB                   0.0             0.0         -                     0.049   0.034   0.025   0.019  
  295   03:34:11   -36:45:01   53.545833333333334   -36.750277777777775   53.5472   -36.7498   NGFS_J033411-364501        FDSLSB237    LSB                   0.0             0.0         -                     0.037   0.026   0.019   0.014  
  296   03:34:12   -35:31:25   53.549               -35.5236              0.0       0.0        FDS_16_0190                -            Bckg?                 0.0             0.0         -                     0.049   0.034   0.025   0.019  
  297   03:34:12   -36:17:17   53.5495              -36.2876              0.0       0.0        NGFS_J033412-361717        -            LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  298   03:34:12   -35:44:01   53.550000000000004   -35.73361111111111    0.0       0.0        NGFS_J033412-354401        -            LSB                   0.0             0.0         -                     0.052   0.036   0.027   0.02   
  299   03:34:12   -35:13:43   53.5507              -35.2285              0.0       0.0        FCC_131                    -            dE,N?                 0.0             0.0         -                     0.048   0.034   0.025   0.019  
  300   03:34:14   -35:49:10   53.5596              -35.8194              0.0       0.0        NGFS_J033414-354910        -            LSB                   0.0             0.0         -                     0.052   0.036   0.027   0.02   
  301   03:34:15   -35:33:41   53.5644583           -35.5612583           0.0       0.0        NGFS_J033415-353341        -            Bckg?                 0.0             0.0         -                     0.049   0.034   0.025   0.019  
  303   03:34:16   -35:42:16   53.5665              -35.7044              0.0       0.0        FDS_16_0108                -            dE?                   0.0             0.0         -                     0.051   0.035   0.026   0.02   
  302   03:34:16   -33:56:03   53.5658              -33.9342              0.0       0.0        NGFS_J033416-335603        -            dE/dIrr(bckg?)        0.0             0.0         -                     0.036   0.025   0.018   0.014  
  304   03:34:16   -33:17:35   53.5673              -33.2934              0.0       0.0        NGFS_J033416-331736        -            LSB                   0.0             0.0         -                     0.043   0.03    0.022   0.016  
  305   03:34:16   -36:35:24   53.5682              -36.5897              0.0       0.0        NGFS_J033416-363524        -            dE,N?                 0.0             0.0         -                     0.036   0.025   0.018   0.014  
  306   03:34:18   -35:47:41   53.5762              -35.7946              0.0       0.0        FCC_132                    -            dE                    1883.296485     98.032147   2001FCSS..C...0000D   0.052   0.036   0.027   0.02   
  307   03:34:20   -35:21:45   53.584               -35.3624              0.0       0.0        FCC_133                    -            dE,N                  0.0             0.0         -                     0.048   0.033   0.025   0.018  
  308   03:34:20   -33:25:42   53.5851              -33.4281              0.0       0.0        FCC_B934                   -            dE                    1382.942802     0.0         2008MNRAS.389..102T   0.042   0.029   0.021   0.016  
  310   03:34:22   -34:35:33   53.5904              -34.5925              0.0       0.0        FCC_134                    -            dE                    0.0             0.0         -                     0.045   0.031   0.023   0.017  
  312   03:34:23   -35:50:42   53.59583333333334    -35.845               53.5977   -35.845    NGFS_J033423-355042        FDSLSB38     LSB                   0.0             0.0         -                     0.051   0.035   0.026   0.02   
  313   03:34:25   -35:58:05   53.602875            -35.9680194           53.6025   -35.9681   NGFS_J033425-355805        FDSLSB244    Bckg?                 0.0             0.0         -                     0.044   0.03    0.023   0.017  
  314   03:34:27   -35:06:22   53.613253            -35.105768            0.0       0.0        NGFS_J033427-350621        -            LSB                   0.0             0.0         -                     0.047   0.033   0.024   0.018  
  315   03:34:28   -35:48:37   53.6182917           -35.8103639           53.6185   -35.8104   NGFS_J033428-354837        FDSLSB40     dE?                   0.0             0.0         -                     0.052   0.036   0.027   0.02   
  316   03:34:29   -34:56:40   53.618841            -34.944465            53.6189   -34.9441   NGFS_J033429-345640        FDSLSB97     LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  317   03:34:29   -35:32:48   53.6228              -35.5465              0.0       0.0        FCC_136                    -            S0                    1204.866057     0.899378    1998A&AS..133..325G   0.052   0.036   0.027   0.02   
  318   03:34:31   -32:53:08   53.6279167           -32.8856667           0.0       0.0        NGFS_J033431-325308        -            LSB                   0.0             0.0         -                     0.035   0.024   0.018   0.013  
  319   03:34:31   -34:17:51   53.62916666666667    -34.2975              0.0       0.0        FCC_135                    -            S0                    1254.032027     29.079873   1991RC3.9.C...0000d   0.041   0.029   0.021   0.016  
  320   03:34:33   -35:02:35   53.63563             -35.043195            53.6354   -35.0436   NGFS_J033433-350236        FDSLSB51     LSB                   0.0             0.0         -                     0.045   0.031   0.023   0.017  
  321   03:34:33   -32:50:03   53.6375              -32.83416666666667    0.0       0.0        NGFS_J033433-325003        -            dE,N                  0.0             0.0         -                     0.036   0.025   0.018   0.014  
  322   03:34:36   -36:03:15   53.6519              -36.054               0.0       0.0        NGFS_J033436-360315        -            LSB                   0.0             0.0         -                     0.042   0.029   0.021   0.016  
  4kb   03:34:38   -35:33:36   53.657042            -35.560028            0.0       0.0        FCCB_951                   -            E                     1440.0          0.0         2017ApJ...843...16K   0.052   0.036   0.027   0.02   
  323   03:34:38   -36:48:01   53.65925             -36.8001944           0.0       0.0        NGFS_J033438-364801        -            dIrr?                 0.0             0.0         -                     0.035   0.025   0.018   0.014  
  324   03:34:41   -34:21:17   53.66875             -34.3546667           53.6687   -34.3541   NGFS_J033441-342117        FDSLSB95     LSB                   0.0             0.0         -                     0.038   0.026   0.02    0.015  
  325   03:34:42   -34:48:00   53.6763              -34.7999              0.0       0.0        NGFS_J033442-344800        -            dE?                   0.0             0.0         -                     0.04    0.028   0.021   0.015  
  326   03:34:43   -35:31:15   53.680791            -35.520855            53.681    -35.5211   NGFS_J033443-353115        FDSLSB36     LSB                   0.0             0.0         -                     0.054   0.037   0.028   0.021  
  327   03:34:44   -35:51:41   53.68333333333333    -35.86138888888889    0.0       0.0        FCC_137                    -            dE,N                  0.0             0.0         -                     0.049   0.034   0.025   0.019  
  328   03:34:46   -34:53:34   53.691902            -34.892657            53.6916   -34.8925   NGFS_J033446-345334        FDSLSB93     LSB                   0.0             0.0         -                     0.041   0.028   0.021   0.016  
  329   03:34:46   -35:42:39   53.692022            -35.710803            0.0       0.0        NGFS_J033446-354239        -            LSB                   0.0             0.0         -                     0.047   0.032   0.024   0.018  
